Protein.Group,Protein.Names,Genes,First.Protein.Description,N.Sequences,N.Proteotypic.Sequences,HYEA_rep111,HYEA_rep112,HYEA_rep113,HYEA_rep114,HYEB_rep111,HYEB_rep112,HYEB_rep113,HYEB_rep114
Q12460,NOP56_YEAST,NOP56,Nucleolar protein 56,7,7,154542,175161,141502,89781.8,67225.4,86635.3,66270.2,69354.4
Q12462,PEX11_YEAST,PEX11,Peroxisomal membrane protein PMP27,1,1,2150.83,3545.82,4799.21,2997.25,3629.47,,,
Q12464,RUVB2_YEAST,RVB2,RuvB-like protein 2,8,8,86879.7,109568,116096,106088,39100.4,69729.1,54782.3,53532.1
Q12466,TCB1_YEAST,TCB1,Tricalbin-1,8,8,50237.2,48068.4,48722.6,53418.9,15885.5,18956.8,15040.4,17116.2
Q12480,ETFA_YEAST,AIM45,"Probable electron transfer flavoprotein subunit alpha, mitochondrial",1,1,38693.5,65721.3,44113.8,,20687.6,,,23010.2
Q12489,YD012_YEAST,YDL012C,Lipid-anchored protein YDL012C,1,1,4148.2,,2212.27,,392.25,,,
Q12496,YO098_YEAST,YOL098C,Uncharacterized protein YOL098C,5,5,5283.59,3403.02,2028.24,2210.22,1486.58,,2063.62,
Q12497,FMP16_YEAST,FMP16,"Protein FMP16, mitochondrial",2,2,41712.1,,56732.8,43207.8,4227.07,,16943.6,14788.6
Q12499,NOP58_YEAST,NOP58,Nucleolar protein 58,3,3,129419,158600,137802,176067,66578.2,79174.6,68704.2,90999.2
Q12500,AVL9_YEAST,AVL9,Late secretory pathway protein AVL9,2,2,4091.82,3203.59,3703.43,6233.97,2426.82,,,
Q12513,TMA17_YEAST,TMA17,Translation machinery-associated protein 17,3,3,64438.2,66513.8,77865.4,76559.8,35833,33590.6,35799.6,44920.1
Q12514,NOT5_YEAST,NOT5,General negative regulator of transcription subunit 5,2,2,6715.45,4623.24,7470.78,,,,,
Q12515,PAR32_YEAST,PAR32,Protein PAR32,3,3,65228.1,52286.7,55382.8,65281.2,23489.4,37477.9,30350.4,38310.4
Q12517,DCP1_YEAST,DCP1,mRNA-decapping enzyme subunit 1,1,1,,,,,,,,
Q12518,ENT1_YEAST,ENT1,Epsin-1,2,2,2773.66,3258.14,,3086.49,,,,
Q12522,IF6_YEAST,TIF6,Eukaryotic translation initiation factor 6,2,2,50775.1,51857.4,52270.4,35534.6,26091.5,25795.5,18738.3,32602.1
Q12532,RQC2_YEAST,RQC2,Ribosome quality control complex subunit 2,2,2,,,4827.29,,7160.36,,,
Q12672,RL21B_YEAST,RPL21B,Large ribosomal subunit protein eL21B,3,0,1.16E+06,1.24E+06,1.22E+06,1.46E+06,644682,654327,651987,608748
Q12675,ATC4_YEAST,DNF2,Phospholipid-transporting ATPase DNF2,1,1,,,,,,,,
Q12680,GLT1_YEAST,GLT1,Glutamate synthase [NADH],11,11,234390,229152,237482,264074,109025,87793,108631,159627
Q12692,H2AZ_YEAST,HTZ1,Histone H2A.Z,2,1,175912,201059,187188,216141,75189.3,119153,80550.6,135660
Q12743,DFM1_YEAST,DFM1,DER1-like family member protein 1,2,2,2320.82,,,2739.26,,1986.47,,
Q12746,PGA3_YEAST,PGA3,Plasma membrane-associated coenzyme Q6 reductase PGA3,7,7,64832.2,79289.1,82120.3,69066.4,35461.3,34569.8,41768.4,18505.6
Q12754,RRP12_YEAST,RRP12,Ribosomal RNA-processing protein 12,4,4,1943.92,3361.05,4099.11,4096.49,,1750.68,,2293.6
Q12768,WASC5_HUMAN,WASHC5,WASH complex subunit 5,8,8,20011.2,18491.5,19302.8,27048.9,27739.2,29344.6,23526.9,29266.3
Q12769,NU160_HUMAN,NUP160,Nuclear pore complex protein Nup160,9,9,63868.2,73250.3,65114.9,70345.6,73879,75153.3,68515.9,78925.8
Q12770,SCAP_HUMAN,SCAP,Sterol regulatory element-binding protein cleavage-activating protein,1,1,,,,,,,,
Q12774,ARHG5_HUMAN,ARHGEF5,Rho guanine nucleotide exchange factor 5,3,2,,,466.118,,4705.73,9070.17,4332,8059.1
Q12788,TBL3_HUMAN,TBL3,Transducin beta-like protein 3,12,12,128401,120302,128228,126066,124816,125964,145673,137094
Q12789,TF3C1_HUMAN,GTF3C1,General transcription factor 3C polypeptide 1,7,7,7347.19,11759.3,9495.41,13207.5,12313.9,9423.87,9050.22,8440.89
Q12792,TWF1_HUMAN,TWF1,Twinfilin-1,3,2,120415,157207,149404,150330,128001,150102,152656,166146
Q12797,ASPH_HUMAN,ASPH,Aspartyl/asparaginyl beta-hydroxylase,9,9,361018,340234,343024,362226,305447,394047,333673,366614
Q12800,TFCP2_HUMAN,TFCP2,Alpha-globin transcription factor CP2,2,2,,,5820.52,20153.4,,9808.07,10067.3,18878.8
Q12802,AKP13_HUMAN,AKAP13,A-kinase anchor protein 13,9,9,12355.6,16343.4,17936.5,14251.7,12372.8,9421.31,15524.9,14194.5
Q12805,FBLN3_HUMAN,EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1,6,6,165443,173150,163905,186835,163424,162528,167736,165390
Q12824,SNF5_HUMAN,SMARCB1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1,4,4,26302.1,51827.2,34240.7,40309.8,52674.4,45109.7,46012.3,37197.8
Q12830,BPTF_HUMAN,BPTF,Nucleosome-remodeling factor subunit BPTF,9,9,2791.47,2392.25,3257.35,3042.94,1663.03,3060.56,4773.85,4998.47
Q12846,STX4_HUMAN,STX4,Syntaxin-4,4,4,46783.8,26187.5,44828.6,47089.4,50533.1,54200.8,48377.1,45158.5
Q12849,GRSF1_HUMAN,GRSF1,G-rich sequence factor 1,3,3,89099.3,79621.6,63719.4,106097,50882.2,98112.7,92505.7,83310.6
Q12857,NFIA_HUMAN,NFIA,Nuclear factor 1 A-type,1,1,,27275.5,,,29399,30722.6,22602.8,
Q12872,SFSWA_HUMAN,SFSWAP,"Splicing factor, suppressor of white-apricot homolog",4,4,7546.74,6385.09,,7948.14,4712.65,8102.17,8932.18,8568.67
Q12873,CHD3_HUMAN,CHD3,Chromodomain-helicase-DNA-binding protein 3,4,4,,,,5900.64,6103.69,6936.02,4691.65,3089.18
Q12874,SF3A3_HUMAN,SF3A3,Splicing factor 3A subunit 3,5,5,208967,247155,225786,188773,202364,238339,177776,261214
Q12882,DPYD_HUMAN,DPYD,Dihydropyrimidine dehydrogenase [NADP(+)],3,3,,,,,,,,
Q12888,TP53B_HUMAN,TP53BP1,TP53-binding protein 1,10,10,81551.2,88621.7,78277.1,96476.1,61618.4,78753.9,72127.2,77426.2
Q12894,IFRD2_HUMAN,IFRD2,Interferon-related developmental regulator 2,2,2,,12988.3,13156,12956.5,10858.8,10252.4,6267.4,10089.2
Q12899,TRI26_HUMAN,TRIM26,Tripartite motif-containing protein 26,3,3,15855.5,28736.2,24289.3,24437.9,20770.8,,22452.4,33174
Q12904,AIMP1_HUMAN,AIMP1,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1,5,5,347098,429862,344081,431875,359414,422331,383733,431939
Q12905,ILF2_HUMAN,ILF2,Interleukin enhancer-binding factor 2,5,5,819820,977689,886457,1.00E+06,847979,979328,918567,1.02E+06
Q12906,ILF3_HUMAN,ILF3,Interleukin enhancer-binding factor 3,13,11,1.61E+06,1.77E+06,1.65E+06,1.76E+06,1.67E+06,1.92E+06,1.71E+06,1.90E+06
Q12907,LMAN2_HUMAN,LMAN2,Vesicular integral-membrane protein VIP36,4,4,402975,476737,437881,497752,468340,529796,430590,547226
Q12913,PTPRJ_HUMAN,PTPRJ,Receptor-type tyrosine-protein phosphatase eta,5,5,23873,24924.6,,17448.3,13668.8,20214.6,16633.4,20162.4
Q12931,TRAP1_HUMAN,TRAP1,"Heat shock protein 75 kDa, mitochondrial",13,13,9.43E+06,8.43E+06,8.16E+06,1.10E+07,9.94E+06,1.20E+07,1.03E+07,8.56E+06
Q12933,TRAF2_HUMAN,TRAF2,TNF receptor-associated factor 2,4,4,24219.9,19113.5,19283.4,19078.2,27057.5,16897.6,20916.8,
Q12948,FOXC1_HUMAN,FOXC1,Forkhead box protein C1,2,2,3679.14,2210.14,,3338.83,3611.66,6327.36,,4031.93
Q12955,ANK3_HUMAN,ANK3,Ankyrin-3,1,1,,,,,,,,
Q12959,DLG1_HUMAN,DLG1,Disks large homolog 1,5,4,13576.8,15707.1,9988.46,10266.1,18046.1,16895,20110.1,12658.5
Q12962,TAF10_HUMAN,TAF10,Transcription initiation factor TFIID subunit 10,1,1,,1419.57,,2734.81,,,2776.85,5063.64
Q12965,MYO1E_HUMAN,MYO1E,Unconventional myosin-Ie,13,11,244484,266318,248601,258407,226169,282841,237198,250098
Q12972,PP1R8_HUMAN,PPP1R8,Nuclear inhibitor of protein phosphatase 1,4,4,9445.13,8061.11,11054.2,13872.7,6679.44,17776.4,6770.62,16337.8
Q12974,TP4A2_HUMAN,PTP4A2,Protein tyrosine phosphatase type IVA 2,1,0,,32825.8,30806.1,29683.8,31417.9,25941.9,27882.6,28308.1
Q12979,ABR_HUMAN,ABR,Active breakpoint cluster region-related protein,3,3,45790.1,69252.5,36170,53853.2,45615.2,38306.2,53612.7,53423.7
Q12981,SEC20_HUMAN,BNIP1,Vesicle transport protein SEC20,3,3,87248.6,108314,93642.7,92979.4,55660,76614.4,92898.4,83591.1
Q12982,BNIP2_HUMAN,BNIP2,BCL2/adenovirus E1B 19 kDa protein-interacting protein 2,1,1,,10686.9,,,,,,
Q12986,NFX1_HUMAN,NFX1,Transcriptional repressor NF-X1,9,9,5026.72,6477.23,4236.63,5938.78,8725.54,6776.98,7185.19,5978.98
Q12996,CSTF3_HUMAN,CSTF3,Cleavage stimulation factor subunit 3,6,6,71395.9,65148.5,72827.9,69468.5,65240.6,84306.8,78651.1,82388.6
Q13011,ECH1_HUMAN,ECH1,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",3,3,218215,268112,228111,244744,255057,305840,239041,293821
Q13033,STRN3_HUMAN,STRN3,Striatin-3,5,5,34234.5,36905.2,24607,26279.6,38723.3,41411.2,31227.8,50774.8
Q13042,CDC16_HUMAN,CDC16,Cell division cycle protein 16 homolog,3,3,49436.6,41304,41851.1,38378,46010.5,42146.4,54234.9,32810.6
Q13043,STK4_HUMAN,STK4,Serine/threonine-protein kinase 4,3,2,,9365.37,,6149.01,12755,,14502.1,
Q13045,FLII_HUMAN,FLII,Protein flightless-1 homolog,12,12,89512,97744.9,91635.4,105627,87838.2,101112,97925.6,97256.6
Q13049,TRI32_HUMAN,TRIM32,E3 ubiquitin-protein ligase TRIM32,1,1,,1143.29,,,854.209,,,
Q13057,COASY_HUMAN,COASY,Bifunctional coenzyme A synthase,4,4,,15014.2,28895.3,32376.7,,,24506.2,30065
Q13084,RM28_HUMAN,MRPL28,Large ribosomal subunit protein bL28m,1,1,46795.9,64046.2,53133.6,53690.3,62524.5,70892.2,62697.1,74071.2
Q13085,ACACA_HUMAN,ACACA,Acetyl-CoA carboxylase 1,26,19,134376,155155,138791,151947,135212,149594,151106,164299
Q13098,CSN1_HUMAN,GPS1,COP9 signalosome complex subunit 1,6,6,162527,197515,194415,186401,158286,196309,169251,208051
Q13111,CAF1A_HUMAN,CHAF1A,Chromatin assembly factor 1 subunit A,2,2,19393.6,13203.1,26407,,22987.2,22757.8,15325.1,29578.5
Q13112,CAF1B_HUMAN,CHAF1B,Chromatin assembly factor 1 subunit B,3,3,34657.4,47625.2,44566.9,41202.4,42785.3,54735.1,42250.4,
Q13123,RED_HUMAN,IK,Protein Red,4,4,127057,149886,139130,67891.5,123512,182416,98513.6,149655
Q13126,MTAP_HUMAN,MTAP,S-methyl-5'-thioadenosine phosphorylase,3,3,242634,271315,224059,254015,250408,303990,251615,246948
Q13131,AAPK1_HUMAN,PRKAA1,5'-AMP-activated protein kinase catalytic subunit alpha-1,5,4,40655.6,51085.2,48858.9,68135.5,52034.4,64547.1,51830.8,55357.1
Q13136,LIPA1_HUMAN,PPFIA1,Liprin-alpha-1,8,8,42374.3,52344.2,54907.6,51362.8,45857.2,49780.2,41404,59141.7
Q13144,EI2BE_HUMAN,EIF2B5,Translation initiation factor eIF2B subunit epsilon,2,2,691091,557205,332870,294269,450834,615065,297578,337188
Q13148,TADBP_HUMAN,TARDBP,TAR DNA-binding protein 43,2,2,389535,554390,432298,541216,458725,542652,480183,506293
Q13151,ROA0_HUMAN,HNRNPA0,Heterogeneous nuclear ribonucleoprotein A0,1,1,99251.1,45067.9,83559.5,141022,96891.6,155670,101462,
Q13153,PAK1_HUMAN,PAK1,Serine/threonine-protein kinase PAK 1,2,1,,1796.12,,1698.03,1120.75,,,
Q13155,AIMP2_HUMAN,AIMP2,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,1,1,404139,359237,407997,431071,409168,366957,436654,348516
Q13162,PRDX4_HUMAN,PRDX4,Peroxiredoxin-4,5,4,9.00E+06,1.07E+07,9.14E+06,9.80E+06,9.02E+06,1.04E+07,8.47E+06,9.89E+06
Q13177,PAK2_HUMAN,PAK2,Serine/threonine-protein kinase PAK 2,10,8,762464,838140,766779,872105,844996,941838,842745,949060
Q13185,CBX3_HUMAN,CBX3,Chromobox protein homolog 3,4,3,368989,404101,424572,435325,373008,474325,388462,454512
Q13190,STX5_HUMAN,STX5,Syntaxin-5,5,5,42944.6,41582.3,48263.5,53733.5,51315.3,55506.7,44684.4,52735.1
Q13200,PSMD2_HUMAN,PSMD2,26S proteasome non-ATPase regulatory subunit 2,10,10,260959,304167,265166,297654,272743,310516,281414,307146
Q13206,DDX10_HUMAN,DDX10,Probable ATP-dependent RNA helicase DDX10,10,10,32466.5,35580.1,37497.3,31267.7,29045.3,38437.6,32361.4,34839.3
Q13214,SEM3B_HUMAN,SEMA3B,Semaphorin-3B,3,3,13966.1,7268.61,,,5506.07,,4802.67,
Q13217,DNJC3_HUMAN,DNAJC3,DnaJ homolog subfamily C member 3,3,3,48771.2,41028.9,78992.2,87356.5,65915.6,66715.7,80069.2,49616.2
Q13227,GPS2_HUMAN,GPS2,G protein pathway suppressor 2,1,1,,53616.5,45214.6,,,26199.4,33001.8,
Q13228,SBP1_HUMAN,SELENBP1,Methanethiol oxidase,9,9,140819,168172,129640,144811,145200,156570,142916,188134
Q13242,SRSF9_HUMAN,SRSF9,Serine/arginine-rich splicing factor 9,3,3,388116,489402,410639,439084,408322,474057,399325,455636
Q13243,SRSF5_HUMAN,SRSF5,Serine/arginine-rich splicing factor 5,2,2,110946,142920,114664,120706,108228,130695,66486.5,106835
Q13247,SRSF6_HUMAN,SRSF6,Serine/arginine-rich splicing factor 6,5,2,323817,368613,338436,357196,312283,354618,352433,348662
Q13257,MD2L1_HUMAN,MAD2L1,Mitotic spindle assembly checkpoint protein MAD2A,3,3,40760.1,56430.7,46972,64799.7,56551.8,50383.4,36589,58214.8
Q13263,TIF1B_HUMAN,TRIM28,Transcription intermediary factor 1-beta,11,11,887321,1.14E+06,896166,1.03E+06,948024,1.15E+06,965902,1.13E+06
Q13268,DHRS2_HUMAN,DHRS2,"Dehydrogenase/reductase SDR family member 2, mitochondrial",2,2,,,,4801.45,4920.52,,,6481.22
Q13283,G3BP1_HUMAN,G3BP1,Ras GTPase-activating protein-binding protein 1,10,10,674336,538515,687226,750414,801726,854674,783388,569896
Q13287,NMI_HUMAN,NMI,N-myc-interactor,6,6,92580.6,114674,97407.4,88158.1,80776.6,129260,92621.8,109833
Q13303,KCAB2_HUMAN,KCNAB2,Voltage-gated potassium channel subunit beta-2,1,1,13655.3,14973.1,13382.7,15362.4,14517.2,16351.5,20132.1,24335
Q13309,SKP2_HUMAN,SKP2,S-phase kinase-associated protein 2,1,1,,,,175701,,,,
Q13310,PABP4_HUMAN,PABPC4,Polyadenylate-binding protein 4,10,6,822503,962223,853364,836169,891872,1.06E+06,855960,1.04E+06
Q13315,ATM_HUMAN,ATM,Serine-protein kinase ATM,4,4,,2330.47,,2732.6,,,3337.08,
Q13322,GRB10_HUMAN,GRB10,Growth factor receptor-bound protein 10,1,1,5253.43,9295.86,,,7501.35,,,5503.92
Q13325,IFIT5_HUMAN,IFIT5,Interferon-induced protein with tetratricopeptide repeats 5,1,1,,,,,,,,
Q13330,MTA1_HUMAN,MTA1,Metastasis-associated protein MTA1,7,7,46226.9,51069.5,42128.6,52898.2,55888.1,43017.6,49381.2,39611.6
Q13347,EIF3I_HUMAN,EIF3I,Eukaryotic translation initiation factor 3 subunit I,5,5,329671,334052,313178,332588,312043,376924,287465,353700
Q13356,PPIL2_HUMAN,PPIL2,RING-type E3 ubiquitin-protein ligase PPIL2,1,1,,,,7654.58,7898.87,,,4694.43
Q13362,2A5G_HUMAN,PPP2R5C,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform,2,2,79998.5,96607.8,73105.8,139296,90081.7,82587.6,88908.5,89207.8
Q13363,CTBP1_HUMAN,CTBP1,C-terminal-binding protein 1,4,4,64201.1,71599.8,54623.1,64211.3,49204.7,50657.6,50487.8,67201.9
Q13371,PHLP_HUMAN,PDCL,Phosducin-like protein,2,2,9554.84,,8400.12,,15703.8,,,
Q13393,PLD1_HUMAN,PLD1,Phospholipase D1,4,4,,5495.03,12084.9,,7049.62,,,
Q13395,TARB1_HUMAN,TARBP1,Probable methyltransferase TARBP1,6,6,8128.19,6996.34,9014.85,9476.07,10075.8,10210,14902.3,13608.1
Q13404,UB2V1_HUMAN,UBE2V1,Ubiquitin-conjugating enzyme E2 variant 1,4,1,924015,1.07E+06,873723,967800,825803,1.04E+06,822438,1.08E+06
Q13405,RM49_HUMAN,MRPL49,Large ribosomal subunit protein mL49,3,3,110682,130307,113372,120356,113943,149434,127542,154425
Q13409,DC1I2_HUMAN,DYNC1I2,Cytoplasmic dynein 1 intermediate chain 2,3,3,246560,314179,266431,326955,267960,317426,254710,313690
Q13416,ORC2_HUMAN,ORC2,Origin recognition complex subunit 2,1,1,,11177.3,,,,,,
Q13421,MSLN_HUMAN,MSLN,Mesothelin,4,4,35918.7,38045.7,25779.4,23651.7,27183.7,36204.3,33743.7,36125.8
Q13423,NNTM_HUMAN,NNT,"NAD(P) transhydrogenase, mitochondrial",13,12,322214,376369,313883,376714,354181,372900,361246,399479
Q13425,SNTB2_HUMAN,SNTB2,Beta-2-syntrophin,4,4,10982,13170.9,11501.9,16421,12801,11517.1,10261.5,11578.4
Q13426,XRCC4_HUMAN,XRCC4,DNA repair protein XRCC4,3,3,17351.1,,15359,19425.7,14962.9,22501.7,22233.8,16379.3
Q13427,PPIG_HUMAN,PPIG,Peptidyl-prolyl cis-trans isomerase G,3,3,16204.6,17465.4,14782.7,23440.5,14476.5,22414,27941.2,27764.3
Q13428,TCOF_HUMAN,TCOF1,Treacle protein,15,15,1.51E+06,1.69E+06,1.48E+06,1.85E+06,1.49E+06,1.87E+06,1.66E+06,1.90E+06
Q13432,U119A_HUMAN,UNC119,Protein unc-119 homolog A,1,1,,,,,,,,
Q13433,S39A6_HUMAN,SLC39A6,Zinc transporter ZIP6,2,2,94455.9,82989.8,89464.4,81905.8,69507.3,84299,91427.1,79050.4
Q13435,SF3B2_HUMAN,SF3B2,Splicing factor 3B subunit 2,7,7,408677,437069,428535,445720,432387,475529,413054,469306
Q13438,OS9_HUMAN,OS9,Protein OS-9,2,2,97296.5,119698,121945,85671.8,90514.6,,112570,117927
Q13439,GOGA4_HUMAN,GOLGA4,Golgin subfamily A member 4,11,11,10999,14012.6,12109.5,11958.2,11149.7,18436.4,15601.5,10086.5
Q13442,HAP28_HUMAN,PDAP1,28 kDa heat- and acid-stable phosphoprotein,4,4,696352,749442,700581,780656,710728,857336,713731,809267
Q13443,ADAM9_HUMAN,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,7,7,25201.3,31464.7,19003.1,35812.6,22573.2,28211.6,24595.2,22116
Q13444,ADA15_HUMAN,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,4,4,32079.3,38855.9,27422.8,25723.5,22347.5,29534.6,29936.3,34358.1
Q13445,TMED1_HUMAN,TMED1,Transmembrane emp24 domain-containing protein 1,3,3,188288,206484,162735,212210,220648,235953,203245,246171
Q13451,FKBP5_HUMAN,FKBP5,Peptidyl-prolyl cis-trans isomerase FKBP5,10,10,131973,179115,159431,176587,158856,180633,156730,177296
Q13459,MYO9B_HUMAN,MYO9B,Unconventional myosin-IXb,4,3,,,4261.94,2826.41,3162.8,2680.45,,
Q13464,ROCK1_HUMAN,ROCK1,Rho-associated protein kinase 1,15,15,23692.8,26495.2,22372.2,26716.3,36327.3,27573.9,24053.2,23383.5
Q13472,TOP3A_HUMAN,TOP3A,DNA topoisomerase 3-alpha,3,3,5842.95,5389.73,,3494.02,,,3958.01,
Q13485,SMAD4_HUMAN,SMAD4,Mothers against decapentaplegic homolog 4,1,1,35547.7,,,55154.6,27661.6,,36012.5,
Q13490,BIRC2_HUMAN,BIRC2,Baculoviral IAP repeat-containing protein 2,1,1,,,,5469.1,,,3580.76,
Q13492,PICAL_HUMAN,PICALM,Phosphatidylinositol-binding clathrin assembly protein,5,5,139638,166240,160679,148149,169635,168354,169165,191133
Q13496,MTM1_HUMAN,MTM1,Myotubularin,2,2,12886.5,,7271.62,,6581.55,,,
Q13501,SQSTM_HUMAN,SQSTM1,Sequestosome-1,1,1,9898.75,13545.8,10080.8,14675.8,7664.13,10836.4,9052.57,8165.06
Q13506,NAB1_HUMAN,NAB1,NGFI-A-binding protein 1,2,1,,3557.25,4166.67,4287.76,3610.52,4771.18,,3539.24
Q13510,ASAH1_HUMAN,ASAH1,Acid ceramidase,4,4,74713.3,101768,83682.9,96547.6,93334.7,118771,80886.8,103103
Q13523,PRP4K_HUMAN,PRP4K,Serine/threonine-protein kinase PRP4 homolog,3,3,77871,90588.8,85038.6,90948.2,92785.8,92341.6,73986.1,81031
Q13526,PIN1_HUMAN,PIN1,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,2,2,,18536,16028,,,,,43333.9
Q13535,ATR_HUMAN,ATR,Serine/threonine-protein kinase ATR,4,4,,,4629.28,,7004.46,3829.84,3567.87,
Q13541,4EBP1_HUMAN,EIF4EBP1,Eukaryotic translation initiation factor 4E-binding protein 1,2,2,143734,141218,138119,159313,171653,184698,189437,168537
Q13546,RIPK1_HUMAN,RIPK1,Receptor-interacting serine/threonine-protein kinase 1,1,1,42100.1,28251.5,,35329.5,,33067.3,,38280.4
Q13547,HDAC1_HUMAN,HDAC1,Histone deacetylase 1,1,1,5248.86,,12011.1,,,,,20900.4
Q13555,KCC2G_HUMAN,CAMK2G,Calcium/calmodulin-dependent protein kinase type II subunit gamma,2,1,,,7118.85,,5696.26,10850.1,,14379.6
Q13561,DCTN2_HUMAN,DCTN2,Dynactin subunit 2,1,1,,,,,,,,
Q13564,ULA1_HUMAN,NAE1,NEDD8-activating enzyme E1 regulatory subunit,4,4,88443.1,129901,98988.7,107112,92216.6,100888,104908,88592.6
Q13569,TDG_HUMAN,TDG,G/T mismatch-specific thymine DNA glycosylase,1,1,,,,,,,,
Q13572,ITPK1_HUMAN,ITPK1,Inositol-tetrakisphosphate 1-kinase,2,2,43152.2,31865.2,23806.1,36869.5,26859,31150.3,27037.2,35211.4
Q13573,SNW1_HUMAN,SNW1,SNW domain-containing protein 1,8,8,97089.8,104837,93624.3,103713,92364.2,104809,87001,95769.6
Q13586,STIM1_HUMAN,STIM1,Stromal interaction molecule 1,3,3,2491.51,,,,4281.44,,5092.05,
Q13596,SNX1_HUMAN,SNX1,Sorting nexin-1,14,12,438596,487351,458244,497262,436822,482671,408070,525748
Q13601,KRR1_HUMAN,KRR1,KRR1 small subunit processome component homolog,1,1,73274.4,80434.3,69673.5,67242.2,77150.3,94974.3,70465.9,63131.1
Q13608,PEX6_HUMAN,PEX6,Peroxisomal ATPase PEX6,2,2,,44664.8,,,,47771.9,,
Q13610,PWP1_HUMAN,PWP1,Periodic tryptophan protein 1 homolog,4,4,73183.8,99506.3,76160.7,94865.2,82688.1,77797.8,78872.6,89673.6
Q13613,MTMR1_HUMAN,MTMR1,Phosphatidylinositol-3-phosphate phosphatase MTMR1,2,2,,,,12175.1,10358.5,,,8970.11
Q13614,MTMR2_HUMAN,MTMR2,"Phosphatidylinositol-3,5-bisphosphate 3-phosphatase MTMR2",2,2,10051.6,9949.69,6020.32,,,,,8055.96
Q13616,CUL1_HUMAN,CUL1,Cullin-1,8,8,52938.9,59693.3,56270.1,57555,48420.4,71662.8,53201.2,55037.9
Q13617,CUL2_HUMAN,CUL2,Cullin-2,8,8,102201,110188,94025.8,95291.8,96025,135889,77317.6,98844.1
Q13618,CUL3_HUMAN,CUL3,Cullin-3,10,10,65041.4,68392,87433.6,74225.7,73903,94946.2,71361.3,75396.4
Q13619,CUL4A_HUMAN,CUL4A,Cullin-4A,7,7,122226,199274,173144,181670,168229,172082,143650,219995
Q13620,CUL4B_HUMAN,CUL4B,Cullin-4B,14,12,236396,307107,274511,296624,258739,285822,268140,310952
Q13625,ASPP2_HUMAN,TP53BP2,Apoptosis-stimulating of p53 protein 2,1,1,7418.98,,,,4641.39,,,
Q13627,DYR1A_HUMAN,DYRK1A,Dual specificity tyrosine-phosphorylation-regulated kinase 1A,1,0,,,1012.15,,,,1475.72,
Q13630,FCL_HUMAN,GFUS,GDP-L-fucose synthase,4,4,441529,509480,420063,464080,425265,494308,438930,523232
Q13636,RAB31_HUMAN,RAB31,Ras-related protein Rab-31,4,2,56878.7,56654.4,55721.3,32078.7,46437.8,35658,33658.6,87851.1
Q13637,RAB32_HUMAN,RAB32,Ras-related protein Rab-32,2,1,,41346.7,35000.6,22554.8,22898.4,34567.6,15778.9,30476.9
Q13642,FHL1_HUMAN,FHL1,Four and a half LIM domains protein 1,5,5,126651,153993,115116,145706,117415,143125,122283,139758
Q13643,FHL3_HUMAN,FHL3,Four and a half LIM domains protein 3,2,2,54117.1,58538.9,49344,75848.6,66310.3,54988.6,72985.1,76085.2
Q13671,RIN1_HUMAN,RIN1,Ras and Rab interactor 1,5,5,107629,95690.5,145392,100382,109100,175812,99177.9,124573
Q13685,AAMP_HUMAN,AAMP,Angio-associated migratory cell protein,3,3,21708.2,18051.2,15087.5,18903.7,21017.6,13762.9,18164.7,19688.7
Q13724,MOGS_HUMAN,MOGS,Mannosyl-oligosaccharide glucosidase,6,6,111842,107868,123982,133605,123832,161195,150307,137905
Q13740,CD166_HUMAN,ALCAM,CD166 antigen,6,6,78217.5,120496,110737,98934.4,120013,120604,96040.9,120805
Q13751,LAMB3_HUMAN,LAMB3,Laminin subunit beta-3,5,5,,4343.04,,5964.68,5560.15,5369.05,,4405.48
Q13769,THOC5_HUMAN,THOC5,THO complex subunit 5,7,7,25486.5,20313,13961.1,30686.2,19874.8,21917.7,33083.8,18530
Q13813,SPTN1_HUMAN,SPTAN1,"Spectrin alpha chain, non-erythrocytic 1",50,50,455845,534966,488901,536038,486139,579194,490590,562060
Q13823,NOG2_HUMAN,GNL2,Nucleolar GTP-binding protein 2,9,9,34970.5,39898.8,33063.1,41123.8,36653.9,44365.4,36551,43548.5
Q13825,AUHM_HUMAN,AUH,"Methylglutaconyl-CoA hydratase, mitochondrial",3,3,13449.4,13731.3,14090.3,11843.6,8585.13,9321.61,12735.4,10229
Q13838,DX39B_HUMAN,DDX39B,Spliceosome RNA helicase DDX39B,5,0,1.14E+06,1.44E+06,1.14E+06,1.29E+06,1.19E+06,1.33E+06,1.13E+06,1.46E+06
Q13867,BLMH_HUMAN,BLMH,Bleomycin hydrolase,4,4,44764.8,43126.9,34248.6,16750.8,52511.7,49378.2,16690.6,51224.3
Q13868,EXOS2_HUMAN,EXOSC2,Exosome complex component RRP4,4,4,72868.1,74110.2,68335.1,87848.4,71285.2,77714.9,83111.9,70188
