Protein.Group,Protein.Names,Genes,First.Protein.Description,N.Sequences,N.Proteotypic.Sequences,150H100Y_1,150H100Y_2,150H100Y_3,200H50Y_1,200H50Y_2,200H50Y_3,240H10Y_1,240H10Y_2,240H10Y_3
P32321,DCTD_HUMAN,DCTD,Deoxycytidylate deaminase,1,1,58843.7,44088.2,49208.3,45004.7,51551.7,48134,44398.3,57271.3,52778.7
P32322,P5CR1_HUMAN,PYCR1,"Pyrroline-5-carboxylate reductase 1, mitochondrial",2,2,97563.3,135905,137897,107889,165987,139425,132764,157608,140479
P32324,EF2_YEAST,EFT1,Elongation factor 2,21,21,8.55E+06,9.48E+06,1.01E+07,3.37E+06,5.25E+06,5.19E+06,929685,990211,901734
P32327,PYC2_YEAST,PYC2,Pyruvate carboxylase 2,18,5,638439,582050,533128,240583,335309,274050,68644.4,68386,57182.6
P32329,YPS1_YEAST,YPS1,Aspartic proteinase 3,1,1,215053,129490,128042,43686.7,87374.6,72421.9,10518.6,16581.8,16559.1
P32333,BTAF1_YEAST,MOT1,TATA-binding protein-associated factor MOT1,2,2,6909.07,4059.23,4879.52,1616.02,1253.86,2961.91,,,
P32335,MSS51_YEAST,MSS51,"Protein MSS51, mitochondrial",2,2,29078.8,13137.3,25889.8,,10598.3,,,,
P32337,IMB3_YEAST,PSE1,Importin subunit beta-3,4,4,168039,210510,188884,61318.3,103401,91690.1,31602.8,42018.8,20105.4
P32340,NDI1_YEAST,NDI1,"Rotenone-insensitive NADH-ubiquinone oxidoreductase, mitochondrial",6,6,82136.6,86208.8,86503.9,34453.3,40606.2,35685,8394.02,10717.5,8028.99
P32342,SRP21_YEAST,SRP21,Signal recognition particle subunit SRP21,1,1,11420.2,11724.9,19754.5,4214.17,4523.31,3975.96,3551.03,,
P32347,DCUP_YEAST,HEM12,Uroporphyrinogen decarboxylase,4,4,74933.4,78689.6,57654.8,22306.3,33192.4,24151.4,,9468.12,
P32349,RPC3_YEAST,RPC82,DNA-directed RNA polymerase III subunit RPC3,1,1,18238.8,17473.4,17304.5,7569.58,,,,,
P32352,ERG2_YEAST,ERG2,C-8 sterol isomerase ERG2,2,2,475486,354984,348789,198141,251545,165284,27680.5,35551,37698.5
P32356,TREA_YEAST,NTH1,Cytosolic neutral trehalase,13,12,175006,165793,147724,68241.9,89123.7,73413.4,20558.9,18354.7,19883.1
P32364,SMY1_YEAST,SMY1,Kinesin-related protein SMY1,2,2,27885.3,56145.9,52842.2,13129.1,15167.3,13557.2,,,8160.69
P32366,VA0D_YEAST,VMA6,V-type proton ATPase subunit d,4,4,707187,555551,494073,293838,362103,346792,48246.3,50550,51709.9
P32367,TFC1_YEAST,TFC1,Transcription factor tau 95 kDa subunit,2,2,4071.94,2218.26,3457.5,,2289.9,2006.53,,,
P32368,SAC1_YEAST,SAC1,Phosphatidylinositol-3-phosphatase SAC1,9,9,235829,219135,217200,78429.6,107935,101241,28986.1,28418,21499.6
P32377,MVD1_YEAST,MVD1,Diphosphomevalonate decarboxylase,8,8,264147,190355,183553,98971.3,111411,93969.7,20845.3,16992.9,22564.3
P32379,PSA5_YEAST,PUP2,Proteasome subunit alpha type-5,6,6,512017,584863,506985,223050,264428,269372,39280.4,57051.6,52795.9
P32380,SP110_YEAST,SPC110,Spindle pole body component 110,4,4,10304.4,13951.6,16607.8,3448.72,6256.87,,2567.08,,
P32381,ARP2_YEAST,ARP2,Actin-related protein 2,4,4,382407,318349,308478,115457,181489,165144,33740.4,35583.2,31455.2
P32386,YBT1_YEAST,YBT1,ATP-dependent bile acid permease,23,23,92609.7,92191.8,84917,35396.4,43322,39605,7419.48,14571.8,6350.56
P32389,MET4_YEAST,MET4,Transcriptional activator of sulfur metabolism MET4,2,2,3780.65,5127.79,4528.78,2190.75,,3328.92,,,
P32419,MDHP_YEAST,MDH3,"Malate dehydrogenase, peroxisomal",9,9,128615,107600,119943,53704.4,67733.6,57444.5,12725.9,8381.51,
P32432,SFP1_YEAST,SFP1,Transcription factor SFP1,2,2,17114,16263.4,,7735.85,9995.55,9445.32,,,
P32445,RIM1_YEAST,RIM1,"Single-stranded DNA-binding protein RIM1, mitochondrial",3,3,498765,626096,691052,199514,293572,307597,36783.8,58073.3,69103.6
P32447,ASF1_YEAST,ASF1,Histone chaperone ASF1,4,4,62026.2,79359.7,96271.5,30405,42798.7,28001.5,,,11134.2
P32449,AROG_YEAST,ARO4,"Phospho-2-dehydro-3-deoxyheptonate aldolase, tyrosine-inhibited",4,4,77163,97614.1,85890.8,33091.5,46105,47175.8,11073.9,11862.3,8773.69
P32453,ATP11_YEAST,ATP11,"Protein ATP11, mitochondrial",3,3,21243.6,20884,13070,,19483.9,11120.4,,,
P32454,APE2_YEAST,APE2,"Aminopeptidase 2, mitochondrial",21,19,374787,363480,371441,143778,193967,180950,36940.4,42731.7,34827
P32455,GBP1_HUMAN,GBP1,Guanylate-binding protein 1,4,4,39462.4,39028.2,50946.5,39517.7,55145.7,51803.4,40349.1,47737.8,45840.1
P32456,GBP2_HUMAN,GBP2,Guanylate-binding protein 2,1,1,6051.36,,,4318.92,6231.65,4783.18,1220.67,2199.52,2578.95
P32457,CDC3_YEAST,CDC3,Cell division control protein 3,9,9,227953,237577,207155,90352.5,109182,110670,19820.4,24820.7,23221.7
P32458,CDC11_YEAST,CDC11,Cell division control protein 11,4,4,35676.8,48150.3,48393.1,16780.5,20229.8,16637.8,6927.2,7469.67,
P32462,ERG24_YEAST,ERG24,Delta(14)-sterol reductase ERG24,2,2,62822.6,82809.2,59147.6,39454.3,39745.1,39018.3,9021.58,16773,
P32463,ACPM_YEAST,ACP1,"Acyl carrier protein, mitochondrial",1,1,54530.5,53263.5,54612.8,25113.9,39083.8,37804.2,,,17635.5
P32466,HXT3_YEAST,HXT3,Low-affinity glucose transporter HXT3,5,4,411583,336957,336634,170874,220635,212803,40302.3,44434.9,42322.8
P32468,CDC12_YEAST,CDC12,Cell division control protein 12,7,7,98390.3,91546.2,97005.2,36539.5,46939.6,34753.5,9188.43,9363.44,7978.6
P32469,DPH5_YEAST,DPH5,Diphthine methyl ester synthase,3,3,138280,95432.9,104013,48799.6,73997.4,78649.5,7033.28,12459.3,17121.2
P32471,EF1B_YEAST,EFB1,Elongation factor 1-beta,4,4,2.98E+06,2.70E+06,2.42E+06,1.28E+06,1.51E+06,1.35E+06,256460,298207,278693
P32472,FKBP2_YEAST,FPR2,Peptidyl-prolyl cis-trans isomerase FPR2,3,3,278428,247042,207653,99671.8,145243,124861,24961,29677,36280
P32473,ODPB_YEAST,PDB1,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",7,7,471798,466794,467378,218427,259251,233827,53444.8,62496.2,49857.6
P32474,EUG1_YEAST,EUG1,Protein disulfide-isomerase EUG1,6,6,77389.6,76281.7,77949.2,31615.7,42506.1,36166.9,15893.4,12467.1,10315.4
P32476,ERG1_YEAST,ERG1,Squalene epoxidase ERG1,6,6,174700,182726,162044,71822.5,90843.2,73730.9,17575.5,13545.4,16683.2
P32477,GSH1_YEAST,GSH1,Glutamate--cysteine ligase,8,8,63084.2,54997.8,61644.9,22644.6,28592.9,29545.9,12489.2,13961.3,11582.8
P32481,IF2G_YEAST,GCD11,Eukaryotic translation initiation factor 2 subunit gamma,11,10,359785,302122,262543,113656,184118,153227,50100.6,37523.9,43473.3
P32485,HOG1_YEAST,HOG1,Mitogen-activated protein kinase HOG1,5,5,155944,124882,148408,61696.8,81429.2,72957.6,13601.8,19085.9,
P32486,KRE6_YEAST,KRE6,Beta-glucan synthesis-associated protein KRE6,4,4,50099.6,58650.7,62124.9,14650.5,17767.4,26244.3,7175.77,,5164.34
P32487,LYP1_YEAST,LYP1,Lysine-specific permease,1,1,8158.26,5318.19,9066.12,,,3868.33,,,
P32490,MKK1_YEAST,MKK1,MAP kinase kinase MKK1/SSP32,1,1,2074.61,2821.64,2173.8,,,,,,
P32492,MYO4_YEAST,MYO4,Myosin-4,4,4,10271.8,16029.9,14321.9,3473.59,6257.31,4189.01,2922.86,,
P32496,RPN12_YEAST,RPN12,26S proteasome regulatory subunit RPN12,3,3,300583,207500,195082,62745.7,142588,115226,16838.9,19501.1,17033.2
P32497,EIF3C_YEAST,NIP1,Eukaryotic translation initiation factor 3 subunit C,12,12,284741,253936,258990,108367,143624,130951,31378.6,30744.9,24431.7
P32499,NUP2_YEAST,NUP2,Nucleoporin NUP2,11,11,115275,116573,111879,45774.5,63824.8,55389.3,11787.8,14494.9,13509.1
P32500,NDC1_YEAST,NDC1,Nucleoporin NDC1,5,5,34920.1,32416.8,26518.5,14164.6,16539.3,15734.4,,,9165.66
P32501,EI2BE_YEAST,GCD6,Translation initiation factor eIF2B subunit epsilon,9,9,55834.4,54826.4,54549.6,18254.7,33421.9,27491.4,4602.33,7223.8,4274.99
P32502,EI2BB_YEAST,GCD7,Translation initiation factor eIF2B subunit beta,2,2,59162.8,41737.5,38723.3,12424.1,28283.1,21338,,5654.69,
P32505,NAB2_YEAST,NAB2,Nuclear polyadenylated RNA-binding protein NAB2,3,3,22803,19353.9,14553.6,6376.89,9858.71,7769.37,2919.34,1629.95,2956.68
P32519,ELF1_HUMAN,ELF1,ETS-related transcription factor Elf-1,1,1,4364.41,5084.94,5814.9,,3683.5,6843.73,5418.56,7764.3,5681.06
P32521,PAN1_YEAST,PAN1,Actin cytoskeleton-regulatory complex protein PAN1,13,13,152760,189673,188884,66717.5,97075.1,93867.5,24435.5,21788.6,19341.5
P32523,PRP19_YEAST,PRP19,Pre-mRNA-processing factor 19,1,1,24073.2,,15343.2,,,9729.56,,,
P32525,ECM25_YEAST,ECM25,Protein ECM25,1,1,37048.6,19194.1,,,17242,16421.8,,,5910.63
P32527,ZUO1_YEAST,ZUO1,Zuotin,6,6,997210,1.04E+06,1.06E+06,413702,528085,497831,112694,116025,113111
P32528,DUR1_YEAST,"DUR1,2",Urea amidolyase,17,17,45166.9,46398.1,44848.1,17807,20630.4,23812.4,1973.13,4781.53,2928.1
P32529,RPA12_YEAST,RPA12,DNA-directed RNA polymerase I subunit RPA12,1,1,27623.1,21706.6,32785.9,8390.29,8816.22,10154.2,,6503.71,
P32558,SPT16_YEAST,SPT16,FACT complex subunit SPT16,19,19,342594,335972,316772,115264,172175,154899,36692,41298.9,37985.7
P32561,RPD3_YEAST,RPD3,Histone deacetylase RPD3,3,3,58360,47820.8,44686.3,20105.8,20933.3,12309.7,3770.88,5374.92,
P32563,VPP1_YEAST,VPH1,"V-type proton ATPase subunit a, vacuolar isoform",11,11,303916,291680,271240,109650,164238,149587,36367.4,34490.3,35044.9
P32564,SCM4_YEAST,SCM4,Protein SCM4,1,1,33219.9,40614.8,58438,13669.3,31311.2,19914,6411.51,,11496.9
P32565,RPN2_YEAST,RPN2,26S proteasome regulatory subunit RPN2,13,13,322471,304520,310579,118529,164610,156209,36640.3,40177.3,36637.9
P32566,SMI1_YEAST,SMI1,Cell wall assembly regulator SMI1,3,3,76129.8,95342,89965.8,24511.6,41437,40640.7,7045.55,6752.64,7598.49
P32567,PAH1_YEAST,PAH1,Phosphatidic acid phosphohydrolase 1,2,2,18097.7,14705,14370.6,4533.91,7897.99,5531.27,,1841.39,
P32568,SNQ2_YEAST,SNQ2,Protein SNQ2,8,6,19894.3,16917,20399,10623.5,10232.9,6801.9,,,
P32569,MED17_YEAST,SRB4,Mediator of RNA polymerase II transcription subunit 17,1,1,10807.9,19083.6,18645.2,4008.46,,7782.74,,,
P32571,UBP4_YEAST,DOA4,Ubiquitin carboxyl-terminal hydrolase 4,1,1,,109.369,,,,,,,
